Column_01,Column_02,Column_03,Column_04,Column_05,Column_06,Column_07,Column_08,Column_09,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20
77748,28909.5472,-75903,78613.8099,-36542,-51295.2432,64426,-65823.2908,14273,81222.2648,21773,-32930.9455,5904,-96511.9486,78075,23927.9357,80268,14466.7780,-44194,5611.3186
-90844.5857,21751,50657.6633,-34299,75747.3325,-83266,-92856.2158,74554,96469.9155,-86965,22787.6124,97484,55317.7745,-71709,27812.7875,-55318,-56616.9735,98874,-52800.3313,-1731
18165,4583.9629,-73672,-85275.8988,20377,3154.9625,-71110,32421.3807,-93474,95153.7868,16549,-62631.9801,6830,-7100.4330,50909,3612.1820,-93195,-99486.9904,47201,32191.1901
-99560.6886,-93038,15834.0014,13814,88185.8690,21477,20095.2400,931,66746.2803,39654,91209.2905,57188,-53600.7958,72472,10074.3185,-71535,36220.4999,33560,92293.3733,-10833
-67425,14462.6848,-28238,-58342.5534,-71788,-20783.2385,96344,78372.8044,-34410,-90430.8406,-69011,-22999.1196,-64591,84745.7616,-62988,77349.4840,10167,42346.3652,10189,-51473.0715
89710.3238,27137,-97392.8172,32776,4920.5501,-38887,14878.4781,-20499,-40736.9465,-14924,86747.4639,27981,-60214.4779,61210,-80049.3697,35674,38300.6951,-65176,33266.1526,88417
4917,-78572.4586,-1143,72351.4820,-24429,-4815.6150,79024,35275.2347,41152,16675.1859,-97291,76066.1614,-29489,-42011.9493,-98687,21875.8026,-23961,-31777.6382,22543,98593.3741
99377.0840,-37068,-11399.3337,-60949,65303.1817,12699,-88727.2385,42928,-44676.0151,-60258,-77615.9266,-65342,-5751.5828,-7810,-81828.9911,-36053,-33052.1925,-453,-58396.4616,-47482
-28264,-96478.7306,28549,81441.1657,76960,-2325.3132,-33771,34358.4950,66440,-96095.4693,74897,78540.5855,-57814,-29626.5906,39527,-47872.6478,-73454,-75584.7051,-31977,39922.0025
54245.5150,42616,-55992.4969,74718,25821.3687,4161,75595.4735,49535,73182.9175,-82243,88623.4749,24790,74051.9921,-54948,81492.8978,76828,77064.5799,12260,-8180.8347,-11368
-6381,54715.8301,94975,62996.0429,-74583,59664.3116,-25512,37856.8849,3087,31891.3439,92603,-64735.3520,-79520,27463.7993,19499,33086.1874,-5823,45998.9763,36253,6511.8842
11050.7222,-35039,-94950.7133,96694,-31226.4177,58658,36357.0714,-75232,14839.4678,-18540,58098.3583,-15215,45826.5027,32114,-7327.2905,49130,118.9907,66011,76733.2049,-85536
-76442,95040.9970,-52777,-24863.6340,-15232,-22552.8235,-13422,-94797.7365,-29059,-33738.5847,-19282,22286.3412,-66171,29952.8716,-4115,2972.7408,-89796,40387.6630,-48029,80959.9258
87120.4669,-6929,-24935.4491,-76070,5310.1009,-54097,-48757.9669,-71529,-60876.7891,34235,98426.7263,-82525,-53481.8201,69813,-38904.7733,16995,86641.5481,-74954,-83562.7202,-60591
-32435,99619.4632,-28424,-59036.0300,25363,-62001.6139,-68080,-98202.5830,40481,-80830.9216,-29897,-90928.1540,-67679,-28941.8068,22327,85111.2312,76367,37627.6559,63709,-63446.9284
-93043.3382,-60242,-79473.2763,-23798,-72569.0848,32084,22708.8787,21948,-90434.0237,38275,94925.8119,9528,36281.4757,-81881,95167.5354,-8929,99308.4547,1762,-23300.3915,26475
38725,-57122.5792,25438,-41249.9645,-8459,56651.4165,58504,17059.5599,-85658,19232.2901,-14178,-42917.6454,10217,-91478.4722,52646,-7872.1388,40640,16781.4747,-7263,-59059.0627
-48970.4132,80224,-84339.7767,66987,57370.3085,-13748,-96012.0367,-88577,-97414.3562,-6297,25960.5517,437,15428.3116,-32556,75063.3486,-8999,41553.4228,66420,-72215.4157,-35315
-86920,-71582.7025,80875,-98943.6012,28895,23387.7450,-43185,35599.3522,9189,-21411.3189,39922,6377.9251,76256,17510.4336,84389,32939.3412,32365,-97877.0073,5738,-27997.5654
-87934.1585,21582,-99713.3092,41288,79243.8617,-15022,44027.6581,-38333,-5869.9378,82746,23826.1574,96045,63957.9716,94131,-79922.0455,-90700,40312.9707,-98068,18843.9167,-50870
31907,-54176.3795,25845,5009.7622,-98179,-64912.1992,64908,53484.8114,-53618,72355.7274,-16149,12987.0256,-62887,12600.3170,5482,45494.2247,-99039,-79012.9035,42341,30614.2452
39273.1027,-2874,-75114.1591,-10533,6320.5471,-8646,43625.2015,96696,74020.5703,-29202,-96715.4280,-38587,-38727.8018,90592,-16377.4153,12922,-30711.6224,-67216,-33194.2653,-67389
-16854,20142.3313,-88595,-57779.9901,-40968,-76768.7761,86178,-91548.1684,-15924,-69885.6217,-44359,-22460.9595,57924,-77826.1041,-92675,22941.4103,-29754,74561.3220,-68613,65885.9079
38483.5468,31595,-76249.7679,-71580,4348.5874,-46141,82835.4562,-76276,-14340.9050,40656,-98233.0913,-57602,-15653.5102,-78683,87035.8622,-36096,-50910.2707,-3541,-77834.8438,-35550
55378,-8190.2422,-25830,6760.7555,-31855,12075.0700,36488,57412.8840,-57378,41994.6840,55430,82855.1847,-58596,-73748.8419,-88513,-99047.6417,64364,28154.0425,-10257,44419.8778
99438.2548,74560,44838.5089,1470,-43871.2756,89863,26674.7861,-42877,77159.6681,-37690,14909.7024,-35226,36324.4839,33553,-83151.0186,-29070,-95593.2615,21142,-99341.6213,16932
52278,45229.5056,-58369,-89480.2063,96208,26717.1339,88090,-28322.3691,-96517,-21688.0555,20407,-74347.3210,38967,-89245.9948,35734,-62578.8170,-67090,-15278.6945,-30111,71802.2010
93960.5078,-2404,21425.9228,18126,-93653.6976,-55185,-37508.1987,41601,-17876.4434,74999,16827.0312,22107,92818.0279,-95094,-19264.3317,-19446,-78085.7618,24427,-11311.5206,-26400
63260,51405.7947,74359,-66298.2317,-34464,74111.6092,9373,-19603.8104,78112,-15798.1833,-79279,28845.8982,-30418,-74281.2193,48301,69383.4568,-74501,-7422.3270,-19372,51179.4685
18677.8434,14729,88953.0881,-52337,7964.5104,-54137,-11015.0151,-35011,35912.1710,53995,79362.0971,98212,-11846.9519,64063,79881.6490,-65061,50683.3041,58096,-36058.2204,-58519
-3089,33424.9758,-67390,69230.6750,-27078,2612.9659,48495,86886.7135,72005,-30517.9482,72713,-21655.0347,-30101,55675.8305,20136,-11415.3294,32841,62930.7893,28516,-62745.5953
60634.8658,19135,-30155.9339,-41561,-63063.1655,-26218,-37405.3515,59074,65562.0844,-66346,-86380.2258,-58015,73137.1568,-2942,81356.4970,-85153,-36175.2547,36869,12733.4764,-48829
34943,24693.6623,-18325,81867.1967,-52364,-21619.5636,21437,55413.0776,81126,-70539.1390,74042,-63342.8031,-74650,5107.8822,-28693,-38677.1858,-61767,97574.7618,-63770,21835.6770
-38432.9659,82106,-55586.7256,92745,80601.3188,47180,-73644.5810,48149,42781.2675,-757,28.8055,39777,39786.3831,-62199,58536.9651,86480,-82092.6751,99500,92266.6288,-22965
6858,-6361.9324,62637,-63484.7724,42846,-54438.5103,-7819,28504.9718,-77741,34848.4104,-89661,6598.2250,-71760,34955.3662,-88464,15169.5919,71064,-28142.0402,-22782,95994.3814
-23573.1748,36077,84253.8999,22595,72618.6317,46254,-23289.9828,-85020,64845.5479,-51101,82543.3261,76552,36363.5381,-8120,49371.9177,24994,-90252.7364,-95170,65559.4770,-80542
-39597,71809.1056,44203,60868.0274,52022,1464.6324,-69765,24970.7810,-46457,-62328.3220,-82550,-43372.3171,-86487,2077.5486,-72236,-20732.4888,2305,12751.1135,-2076,-75597.9130
13543.8456,-86011,-20525.9088,-67691,43968.7454,-66038,64234.0751,-81283,-21086.8299,96687,-23769.5633,15485,91113.6866,12165,-94732.2910,30894,34643.0738,61535,92685.3724,-3436
98304,-9411.5841,40440,-37078.0028,96277,-49856.2120,-40773,43341.7461,10896,25355.3338,-28659,-40484.2022,30885,77971.7237,-38087,-15545.6289,-93260,-70753.3286,29840,37568.2428
-8266.7529,43786,-51865.9503,-50832,88078.7120,-34181,-3912.3515,82251,45147.0546,-44860,-55316.6496,-38828,46895.9062,-27872,26054.3454,56471,-26882.7997,30520,25108.6400,58190
89221,83398.0431,4255,-58473.1711,-30891,-52563.8242,4296,-37765.8109,64737,-34574.7082,45128,53141.4018,88170,-56425.8443,-12713,-85918.2707,-19349,-40430.9019,267,75042.3151
-3486.6304,74027,50933.0666,-36980,-73186.9156,-72565,-88760.6387,76166,17892.3181,26170,38279.7492,147,37604.7684,19598,80544.5843,46980,82009.1411,5133,50744.1786,-44501
25780,-68007.9691,-37773,-6752.1268,76727,49291.7149,57360,40942.5561,18422,45177.2275,90959,-94302.3148,9017,-37831.3412,17205,-99202.6897,92208,67203.9708,18741,-905.0151
5718.3463,67429,-98748.5449,-22649,21465.1643,60456,48174.8377,81275,-46559.3050,61523,70024.3979,-60228,21457.4136,-37862,-94345.9211,48883,-79853.4701,-61548,-23270.3296,-1776
-13482,86002.3467,61757,19875.8155,2849,-24651.7121,94601,-88231.5146,67556,19839.0373,96143,-85679.3995,25204,-83045.9693,-8149,-67494.5607,-6703,6955.7792,86851,78452.1000
-35048.7826,-23711,57052.0296,-45991,29489.1305,-27317,-58416.4100,-33714,85870.5961,60021,-69883.3195,94984,31868.0360,-86490,-4851.8643,26799,40141.7343,84754,-54400.8809,-89253
40940,53146.8263,-37257,-8760.3797,-77578,41491.3162,-5727,-54712.5814,39075,11003.1412,74494,16515.8816,-34242,53472.8546,-24081,-43463.6275,65454,-82998.2481,19888,56004.4140
49153.6410,73259,93120.6708,-61369,68235.6434,14360,-43221.4145,-9018,68642.1298,10050,66076.8728,79183,-22580.7683,9671,-83385.6969,58520,-2372.5312,-83563,-19575.5318,27755
-15635,71597.5628,-4032,-25068.8801,-5770,98638.6912,59861,29319.6047,22377,39255.6882,45772,-36700.7568,-56880,-24778.6935,45166,6295.5795,-49711,-87626.4314,-65249,23047.2342
39144.4151,87078,-72731.6183,50173,31194.1215,36165,-72111.4910,-74099,94309.3578,56747,-30295.4896,-99620,21043.0199,4573,42971.1216,36607,-97144.1024,-61732,-93573.3831,93220
-83326,-49826.8937,45405,40647.0354,97855,-33225.4923,44374,37430.0392,91388,19844.6072,79334,29825.5203,7759,68963.7792,-41059,-1861.3868,-18217,98181.6319,-3577,8915.4139
-77496.6473,15255,-53292.7533,34496,-36897.5126,88280,45269.6778,-52025,-57698.5236,-74946,1093.9621,61783,-12809.9832,-58251,28885.6465,-76491,16999.5009,-26976,42005.7264,52468
77246,-82619.1879,32481,97423.5093,10362,97584.9032,-88840,46270.2166,-27001,24502.0542,57081,-34767.3802,80126,-95785.7725,-43487,25336.4678,13831,-98321.2542,-98696,-96468.7507
3457.9763,72293,99639.8880,-68207,59161.2004,77188,-61954.4412,65520,334.5403,-41108,-63577.8326,6165,-34467.4551,-64195,5147.7009,25633,-18492.0925,-20299,-2677.5676,90245
3771,92534.7380,314,11325.4912,19863,-64538.1706,-58572,-45842.8738,8066,-95511.6059,6219,97649.5579,-79290,66767.6570,-96125,20664.9950,24550,71982.4177,60601,73995.1883
67014.0225,48930,79546.7193,78604,51140.5762,-73002,-83652.2269,99627,-66157.0637,-2863,-61823.9710,-70016,-910.4129,-21061,25877.2363,15815,65714.4642,54969,81317.1732,-38973
85522,-33620.9213,-20339,-37315.0957,96154,23111.1842,-1141,27699.2704,-52001,-17483.2409,-41429,-30883.9953,-5100,-1819.5210,7238,-6844.1741,-71678,56643.9539,-24452,-94412.1485
82934.7842,-91224,-3387.4565,25859,75484.4494,-46269,-52585.5778,80372,73638.1243,12932,-90522.8111,65135,-83169.3652,26644,-8033.0688,56029,12650.2723,59830,57410.7876,-85074
69110,87944.9015,60447,90772.5465,33309,-65236.1504,-95667,-84543.8602,-44921,-43267.0523,-9982,-55768.0513,75320,-94304.4219,54538,73132.1926,97268,46822.7271,44712,99258.9572
-49048.4117,52862,2650.1271,-55848,-31745.5615,1211,-29516.5383,22670,-78064.7053,-48270,45006.5024,44938,-36452.0208,-55384,15051.3960,9263,18802.3313,75591,48844.1562,3677
-35471,43272.0345,6888,89312.3468,42938,-59983.9531,65017,86976.7678,-54713,-87443.8699,5820,21585.8821,20184,-15617.4825,-76961,59984.8587,-92769,18205.7058,15051,83940.2274
-47661.8564,-77616,-80245.0650,46110,-28778.6046,-34182,-73790.1396,36578,61687.3712,-88621,-12939.4076,86856,-50134.0087,-91248,-13684.9636,-25667,81732.3301,78316,67871.7183,78245
-33274,5052.3513,75631,81813.3152,471,35167.7036,-84769,64046.2323,-19418,-26402.5991,-33915,-24910.4470,79635,-74002.9900,-95480,-5225.5650,56375,29957.2037,36755,24739.7126
84211.1285,58165,-16257.2158,-22205,91250.1590,-68940,15441.3111,16632,31112.8518,-47958,-79404.6108,-82948,-10302.2449,-32597,-61877.5839,11838,69683.0854,-69758,-59009.7240,-21869
52718,10213.4952,-40042,-46055.9918,98916,-20340.9004,-9383,1265.0897,73901,53008.4330,-71686,35653.0291,-31549,9430.5455,66962,71046.7399,-73269,-40739.4850,-30364,25166.2728
34861.1802,-61252,63447.1973,-69795,99108.8333,13214,-29988.4550,-52092,57981.3807,55633,-63506.6720,-39397,71755.6396,-24203,-85076.6188,88502,-6726.4064,23546,15153.8540,-88524
78474,38844.5247,57019,-60089.5365,89493,11061.4665,95672,-11763.1063,-50693,-84529.1035,56121,-50081.7060,-34174,-90602.2348,-83054,84360.0726,-52046,-37314.2998,61858,-90301.6896
-86748.0697,-73845,23235.1116,50938,69531.0996,-61521,-28082.4839,35965,-53734.5059,-81372,-41240.5438,8020,91134.9046,-26878,-34960.3057,-42707,32100.3401,71756,-86469.1351,22293
-32639,29273.7021,6333,31732.8897,-31795,-90792.7138,38066,82171.0968,-57977,22907.0309,-39437,-96801.6665,25576,88816.8673,-17406,95342.1310,86038,28974.4404,-92138,-79054.9624
-9722.0529,44347,-87845.2119,-63052,-17131.6662,-1950,8565.2585,10135,81715.3587,-70544,-1124.7774,44771,44485.8461,21580,-93164.5328,-96247,45995.8928,33866,-3022.2202,-29357
50481,14689.0761,22017,-93873.9779,-39467,32911.3838,66387,60030.3352,23264,-31910.4943,21516,-76699.6990,-47862,89565.0547,-61714,-73231.8663,-52226,-8375.1471,630,-58751.4196
15815.1627,994,-83668.7541,48657,-44637.8965,77740,-63982.3833,381,7484.6600,-78828,94859.7626,-98170,65100.9664,41031,65435.5243,-46050,-83647.2032,97406,35217.3343,-31179
13018,-31111.1353,42841,-14542.2693,97822,28036.9475,76408,-25893.2754,74797,-78141.1772,-52798,-78532.6866,6290,40995.7749,43309,-2984.4321,99047,-52710.7229,83789,-95461.8629
-80899.8660,40156,21340.0357,30160,84882.0217,-46442,-87160.4798,-66613,-58999.4999,-96085,35744.0727,51368,-58457.1534,87610,78894.0402,-132,83810.6223,-43056,-64016.1069,-71207
35652,54870.1846,-78449,-85693.6970,558,78893.7632,84330,-73385.9905,-72163,64976.4797,-37463,-41732.4279,59542,-65282.4334,-4789,85546.7334,62208,13565.9616,11231,79322.0285
28461.8467,-93172,-62595.6993,-39526,-63947.2117,69607,-38628.2694,-24538,-36223.8799,54972,35326.1878,72041,7701.8357,-11731,96131.1147,-11101,80016.6573,74734,-23841.1854,-27449
-76169,-30749.7955,68772,11415.7718,-29121,38810.5557,-38422,8106.1119,62101,48583.0133,55212,17148.9832,-13236,34678.5093,-67680,43814.6088,13823,-52375.7410,89423,-98790.2002
-27194.1705,26004,74948.1745,-5824,38366.3793,11827,-11904.2357,96320,-90823.7603,-45056,19418.1224,-78546,1272.2266,87575,-32966.9515,97065,43403.6880,58858,-97570.6628,-9399
-35792,-59006.6343,12043,-76925.3904,4440,42356.0225,91037,95874.3537,51230,50713.4541,-94,21039.5125,27885,64225.5141,-31916,-75548.4841,-7723,63738.0620,39368,70501.1102
-82486.3933,-99233,-42230.5127,-10848,-5219.8257,47461,32966.1706,-63704,-86726.4615,-79094,89070.4572,-8437,28936.6648,91237,6751.4785,-26363,-96421.1280,-32524,-64331.2641,37538
87271,-34797.7803,-11399,-51766.3755,34666,-83546.7768,30125,-41849.8338,-87625,-30969.0231,-48309,-80924.5850,-55605,90107.8791,25859,20609.8648,-74831,-2738.4967,50436,-44586.9546
93860.4157,-66337,92009.8571,-42112,79001.2308,50627,42876.5543,-10232,-40295.9894,-10400,59448.6931,48843,84377.3512,7717,-51614.7398,88649,-79151.4448,-59634,-73920.3547,26908
81533,5607.2092,46078,95089.2503,12713,-58043.5029,-95095,-32441.9248,50320,-3623.0013,-88364,21849.0601,-74111,34569.6085,73706,52053.0515,57205,70173.8523,82659,-24220.7786
2176.2050,39825,-94885.6195,-83510,-72324.1357,-7807,58258.1564,-22420,11875.6930,83526,-68349.8949,-10037,79501.6502,76868,-9494.6164,-54664,75273.1773,-86507,46408.5225,-44812
-46216,-21573.2486,58118,6861.2628,70790,41450.1126,-25176,-227.7367,-42739,69027.3105,80405,-92039.3991,29019,39409.7527,32365,28269.5181,-69247,-41248.2974,-93190,59336.9949
-32405.1591,-62476,-17537.5463,-47186,80707.7887,15637,28935.4242,4547,-32486.3878,70427,81196.2389,-38725,-23093.8091,-22127,-54488.1935,19739,69146.2579,74889,32312.3323,-2165
-11774,-9409.9934,97804,-49668.9229,13257,83503.7627,-71942,-23759.5793,39578,-75539.8521,68099,86341.5801,11836,71174.0726,60234,-54871.8436,61571,47842.4619,-57958,3172.7521
-50826.7193,-28544,-65660.3253,-87398,40606.9404,22108,37933.8878,67152,29663.5954,22483,71728.6456,-89121,-87072.8188,-66761,-3050.4790,98747,75935.6969,4406,22671.3948,-77789
-24246,19731.4519,50818,57426.7403,68729,55420.5553,82984,31450.8645,-23990,-81615.8334,20320,-30024.1758,-35388,47238.1644,-43643,56847.7967,-86822,57373.6795,23584,-66699.3260
-76243.1497,-71543,69754.4494,75419,47081.2032,-59517,-15427.8257,11986,-21513.9667,65754,-25681.9504,-75937,47718.2299,83661,83326.4263,-74926,19319.6149,-21354,37974.5617,11183
-52483,-29883.9163,-92631,-57515.5136,2211,65466.4010,21837,-28137.8983,-37428,75106.0411,-39988,-6380.5632,37365,-5595.7963,98108,34359.1392,33541,-96956.6893,-95167,16656.8745
64536.5757,92223,-93213.2148,-66242,68733.2478,93249,-4753.5006,-79258,86932.0847,-76402,10738.1959,-48442,32841.4744,64962,-19447.9070,17333,8253.5471,11196,-13981.6448,-10653
71297,-76822.1446,-12218,61651.9194,16224,-44380.6699,49905,80205.7481,52582,-88690.1310,17745,64638.5092,-96889,-11793.8388,-29102,-69435.3690,-10093,-47528.3964,-75326,90608.1103
85388.1431,47043,-12566.0917,-90314,82328.1489,2599,-27582.0737,-40869,44831.1040,-92904,28873.0592,-75387,99428.5316,79833,16820.1671,61477,96843.2560,-27840,26011.2254,-59130
96327,-77782.8668,-54487,62955.0275,-66947,41229.2562,87707,-61247.4758,-82094,-54632.7817,91109,-29870.7077,55556,45193.4289,-677,77146.2651,-76855,-75883.6744,-61472,-68109.9739
-59305.4769,90809,4646.7733,56591,21042.1236,-18551,-94515.0938,-73336,-82595.0826,90989,47770.9333,-63095,72560.3130,-48566,-97951.7608,55028,72668.0711,70857,71599.6169,-25252
-68358,-53447.8767,-32340,-2984.1525,8676,39501.9761,55872,-75664.0994,-9763,-3645.3126,-46472,-60974.2162,874,68510.3370,75810,66257.9652,-29318,42664.4337,-18156,78725.8675
-92165.2147,58853,16422.6513,-51609,87279.8013,10634,41692.9407,94772,78119.1983,-60239,36946.4658,-38717,-71529.5290,-7104,-69095.5745,-20928,-64554.5797,48875,48336.5843,-86715
82241,90906.5454,35412,-13069.1155,-14690,-28228.9021,-33277,-31188.6670,-80070,70473.4244,-51120,94898.8804,64387,-3636.9245,-17941,37488.3012,-19253,30372.2384,-96789,-25906.6527
93907.9671,-62293,41534.4015,-67337,-29184.3480,14142,48969.6258,38057,-73869.1658,-72334,-69979.6397,-97327,1004.3908,8966,32927.9522,59097,-61416.7744,-36098,-76162.7255,-19190
-65081,53150.2507,-39859,46230.0455,37025,57585.9736,-99105,-98831.3022,-56443,28474.8367,-71168,50654.5663,4213,-76539.3510,7352,-3862.1807,-82597,-834.4347,20562,98348.4160
-29597.3005,-37835,95101.1040,-61859,16266.2196,13679,51509.9931,-47688,-69039.3572,-20122,15710.1335,81831,30819.2982,17839,-53724.9901,16917,-53737.4550,68212,-70261.0445,74186
65347,-63459.9638,90800,81730.1977,-58058,-62866.6838,29468,-35048.7688,38027,-93786.0214,74623,91350.0300,17277,55033.0145,-68150,45030.1732,27388,-32074.8931,-4138,-14565.5679
17992.3712,-96866,28840.0597,14082,-25020.3747,63613,76731.6177,14016,40276.5095,-78080,-19323.8493,-38735,-80261.1259,38286,-73307.4353,86928,91257.2336,47868,76552.9110,-42970
7894,-58388.4854,-57488,-23284.1570,-7270,-47810.0650,-86257,-32086.1526,13632,-71085.1087,14839,-15168.1066,39482,-64050.4430,-17949,-46660.2296,-75572,-97305.6416,83777,44585.6798
91970.1241,-58931,-39735.6639,42037,95096.9197,-30755,43464.0193,-70833,44402.3393,70157,1921.6296,-75225,18276.5046,-47389,-54967.0542,40600,-26505.2471,-37822,98837.5121,8726
1143,-93754.3658,-84205,-94673.8152,58410,-40151.9897,-38356,83318.0386,54692,-54470.2844,-82690,-66164.3926,23241,-37344.0822,-67578,54243.9241,23966,-92762.3258,1029,45956.6087
47919.4627,97877,-60192.1853,97560,-56477.5980,-65722,-68241.6108,15621,-62616.8162,-38389,70980.6869,13275,-88953.2755,-48905,-80128.2962,11823,-38786.9453,37327,58923.4117,-29863
31138,67753.6808,57652,69949.9825,62735,77367.1226,55493,95265.7314,-87544,17954.1494,-18849,16582.3164,49063,-23538.1193,-33324,62202.7098,77756,66703.7555,-88715,71900.5453
-8892.4277,-23034,-15750.7101,-13352,5148.8069,86699,-93282.2509,10520,-98791.3844,83382,92861.9822,28490,-71313.3939,-28683,-21972.8613,53522,31992.0258,-21609,-35258.9885,-50590
89829,67211.6781,-78881,49070.0025,73796,5646.8061,-4723,48559.0339,23420,-49987.1276,-31624,66391.2995,4744,22231.0928,-9559,2266.3360,-6702,31321.9421,61338,-91351.3339
7059.0735,-34357,76109.0719,91907,-57307.1047,-22956,52501.0661,89141,-74665.0524,69314,-35870.9690,-78055,69761.9279,77477,-54389.3530,40298,90979.6402,53205,21486.8655,-51383
-88120,44306.2388,-6515,-42493.5149,-34749,48717.9713,-81683,-15958.9207,37952,18270.7615,78373,70059.9047,24701,-54055.7715,-72159,-95557.7950,-75155,-4574.4633,-7238,-97445.9652
-36170.8370,75609,-69051.3671,-29932,-33923.5686,-22893,-96310.8172,97067,12599.5420,24578,82509.2507,-18825,86131.0631,9721,-3778.1418,-98733,57922.9849,-84020,51694.6339,39009
2628,34947.6300,-14406,-60826.1596,76609,-27179.6911,-27681,-5590.6598,73631,45784.8805,-58441,65615.5387,76229,59900.1791,-61776,23027.2335,67663,32731.5321,53702,82394.5427
